2010,202620000000
2011,202620000000
2012,187440000000
2013,182424000000
2014,180312000000
2015,180312000000
2016,179916000000
2017,164868000000
2018,155628000000
2019,147576000000
2020,131538000000
2021,119724000000
2022,108834000000
