2010,207752400000
2011,211345080000
2012,200271000000
2013,199617540000
2014,200328360000
2015,203356476000
2016,205629324000
2017,193506792000
2018,187448880000
2019,183400152000
2020,170544240000
2021,160629228000
2022,151073652000
